TimeSeconds,parsedDate,dateTimeStr,ipLayerProtocol,ipLayerProtocolCode,firstSeenSrcIp,firstSeenDestIp,firstSeenSrcPort,firstSeenDestPort,moreFragments,contFragments,durationSeconds,firstSeenSrcPayloadBytes,firstSeenDestPayloadBytes,firstSeenSrcTotalBytes,firstSeenDestTotalBytes,firstSeenSrcPacketCount,firstSeenDestPacketCount,recordForceOut
1364803504.5976751,2013-04-01 08:05:04,20130401080504.597675,6,TCP,172.10.1.2,10.0.0.10,5090,80,0,0,0,176,409,454,633,5,4,0
1364803504.561986,2013-04-01 08:05:04,20130401080504.561986,6,TCP,172.10.2.75,10.0.0.10,3619,80,0,0,0,152,409,430,633,5,4,0
1364803504.568924,2013-04-01 08:05:04,20130401080504.568924,6,TCP,172.30.1.135,10.0.0.10,9697,80,0,0,0,176,409,454,633,5,4,0
1364803504.567476,2013-04-01 08:05:04,20130401080504.567476,6,TCP,172.30.1.142,10.0.0.11,9696,80,0,0,0,176,409,454,633,5,4,0
1364803504.5678771,2013-04-01 08:05:04,20130401080504.567877,6,TCP,172.30.1.184,10.0.0.6,9695,80,0,0,0,175,408,453,632,5,4,0
1364803504.55954,2013-04-01 08:05:04,20130401080504.559540,6,TCP,172.30.1.118,10.0.0.6,9693,80,0,0,0,175,408,453,632,5,4,0
1364803504.5572939,2013-04-01 08:05:04,20130401080504.557294,6,TCP,172.30.1.106,10.0.0.13,9692,80,0,0,0,176,409,454,633,5,4,0
1364803504.526067,2013-04-01 08:05:04,20130401080504.526067,6,TCP,172.10.1.75,10.0.0.11,5089,80,0,0,0,176,409,454,633,5,4,0
1364803504.516459,2013-04-01 08:05:04,20130401080504.516459,6,TCP,172.10.1.65,10.0.0.11,5088,80,0,0,0,176,409,454,633,5,4,0
1364803504.504585,2013-04-01 08:05:04,20130401080504.504585,6,TCP,172.10.2.141,10.0.0.14,3614,80,0,0,0,152,409,430,633,5,4,0
1364803504.5069809,2013-04-01 08:05:04,20130401080504.506981,6,TCP,172.10.1.76,10.0.0.8,5087,80,0,0,0,175,408,453,632,5,4,0
1364803504.425298,2013-04-01 08:05:04,20130401080504.425298,6,TCP,172.10.2.139,10.0.0.13,3611,80,0,0,0,152,409,430,633,5,4,0
1364803504.4218769,2013-04-01 08:05:04,20130401080504.421877,6,TCP,172.10.1.32,10.1.0.100,5086,80,0,0,0,177,410,455,634,5,4,0
1364803504.413995,2013-04-01 08:05:04,20130401080504.413995,6,TCP,172.10.2.116,10.0.0.5,3610,80,0,0,0,151,408,429,632,5,4,0
1364803504.382246,2013-04-01 08:05:04,20130401080504.382246,6,TCP,172.30.1.116,10.0.0.11,9681,80,0,0,0,176,409,454,633,5,4,0
1364803504.37889,2013-04-01 08:05:04,20130401080504.378890,6,TCP,172.30.1.112,10.0.0.11,9680,80,0,0,0,176,409,454,633,5,4,0
1364803504.393676,2013-04-01 08:05:04,20130401080504.393676,6,TCP,172.30.2.80,10.0.0.11,8822,80,0,0,0,176,409,454,633,5,4,0
1364803504.3156049,2013-04-01 08:05:04,20130401080504.315605,6,TCP,172.30.2.64,10.0.0.10,8820,80,0,0,0,176,409,454,633,5,4,0
1364803504.3166029,2013-04-01 08:05:04,20130401080504.316603,6,TCP,172.10.2.129,10.0.0.11,3603,80,0,0,0,152,409,430,633,5,4,0
1364803504.2975249,2013-04-01 08:05:04,20130401080504.297525,6,TCP,172.10.1.232,10.1.0.77,4787,80,0,0,0,176,409,454,633,5,4,0
1364803504.2529199,2013-04-01 08:05:04,20130401080504.252920,6,TCP,172.30.2.83,10.0.0.9,8819,80,0,0,0,175,408,453,632,5,4,0
1364803504.210747,2013-04-01 08:05:04,20130401080504.210747,6,TCP,172.10.1.152,10.0.0.13,3302,80,0,0,0,176,409,454,633,5,4,0
1364803504.2378149,2013-04-01 08:05:04,20130401080504.237815,6,TCP,172.30.2.89,10.0.0.11,8818,80,0,0,0,176,409,454,633,5,4,0
1364803504.164113,2013-04-01 08:05:04,20130401080504.164113,6,TCP,172.10.1.170,10.0.0.12,3301,80,0,0,0,176,409,454,633,5,4,0
1364803504.160171,2013-04-01 08:05:04,20130401080504.160171,6,TCP,172.10.1.103,10.0.0.7,3300,80,0,0,0,175,408,453,632,5,4,0
1364803504.1298709,2013-04-01 08:05:04,20130401080504.129871,6,TCP,172.10.1.204,10.0.0.7,4784,80,0,0,0,175,408,453,632,5,4,0
1364803504.160569,2013-04-01 08:05:04,20130401080504.160569,6,TCP,172.30.2.50,10.0.0.11,8817,80,0,0,0,176,409,454,633,5,4,0
1364803504.0366311,2013-04-01 08:05:04,20130401080504.036631,6,TCP,172.10.2.69,10.0.0.13,3592,80,0,0,0,152,409,430,633,5,4,0
1364803504.0525479,2013-04-01 08:05:04,20130401080504.052548,6,TCP,172.10.1.153,10.1.0.75,3297,80,0,0,0,176,409,454,633,5,4,0
1364803505.9965961,2013-04-01 08:05:05,20130401080505.996596,6,TCP,172.10.1.69,10.0.0.10,5098,80,0,0,0,176,409,454,633,5,4,0
1364803505.9387269,2013-04-01 08:05:05,20130401080505.938727,6,TCP,172.10.1.74,10.0.0.7,5097,80,0,0,0,175,408,453,632,5,4,0
1364803505.896636,2013-04-01 08:05:05,20130401080505.896636,6,TCP,172.10.1.27,10.0.0.13,5096,80,0,0,0,176,409,454,633,5,4,0
1364803505.822614,2013-04-01 08:05:05,20130401080505.822614,6,TCP,172.30.2.61,10.1.0.75,8867,80,0,0,0,176,409,454,633,5,4,0
1364803505.702172,2013-04-01 08:05:05,20130401080505.702172,6,TCP,172.10.1.216,10.0.0.8,4798,80,0,0,0,175,408,453,632,5,4,0
1364803505.6953771,2013-04-01 08:05:05,20130401080505.695377,6,TCP,172.30.2.91,10.0.0.7,8866,80,0,0,0,175,408,453,632,5,4,0
1364803505.643759,2013-04-01 08:05:05,20130401080505.643759,6,TCP,172.30.2.79,10.0.0.13,8865,80,0,0,0,176,409,454,633,5,4,0
1364803505.583837,2013-04-01 08:05:05,20130401080505.583837,6,TCP,10.13.77.49,172.30.0.4,2651,80,0,0,0,197,12073,691,12675,9,11,0
1364803505.603792,2013-04-01 08:05:05,20130401080505.603792,6,TCP,172.30.2.74,10.0.0.10,8864,80,0,0,0,176,409,454,633,5,4,0
1364803505.6029911,2013-04-01 08:05:05,20130401080505.602991,6,TCP,172.10.1.112,10.1.0.76,3319,80,0,0,0,176,409,454,633,5,4,0
1364803505.5432191,2013-04-01 08:05:05,20130401080505.543219,6,TCP,172.10.1.187,10.0.0.5,3318,80,0,0,0,175,408,453,632,5,4,0
1364803505.5554979,2013-04-01 08:05:05,20130401080505.555498,6,TCP,172.30.2.120,10.0.0.7,8861,80,0,0,0,175,408,453,632,5,4,0
1364803505.533685,2013-04-01 08:05:05,20130401080505.533685,6,TCP,172.10.1.229,10.0.0.10,4793,80,0,0,0,176,409,454,633,5,4,0
1364803505.5221031,2013-04-01 08:05:05,20130401080505.522103,6,TCP,172.10.1.239,10.0.0.8,4792,80,0,0,0,175,408,453,632,5,4,0
1364803505.4951999,2013-04-01 08:05:05,20130401080505.495200,6,TCP,172.30.2.110,10.0.0.9,8860,80,0,0,0,175,408,453,632,5,4,0
1364803505.4776289,2013-04-01 08:05:05,20130401080505.477629,6,TCP,172.10.1.192,10.1.0.100,3317,80,0,0,0,177,410,455,634,5,4,0
1364803505.425523,2013-04-01 08:05:05,20130401080505.425523,6,TCP,172.10.1.146,10.1.0.77,3316,80,0,0,0,176,409,454,633,5,4,0
1364803505.4441381,2013-04-01 08:05:05,20130401080505.444138,6,TCP,172.10.1.253,10.0.0.5,4790,80,0,0,0,175,408,453,632,5,4,0
1364803505.4204381,2013-04-01 08:05:05,20130401080505.420438,6,TCP,172.10.1.137,10.1.0.77,3315,80,0,0,0,176,409,454,633,5,4,0
1364803505.4303579,2013-04-01 08:05:05,20130401080505.430358,6,TCP,172.10.1.241,10.1.0.77,4789,80,0,0,0,176,409,454,633,5,4,0
1364803505.4021881,2013-04-01 08:05:05,20130401080505.402188,6,TCP,172.10.2.91,10.0.0.7,3657,80,0,0,0,151,408,429,632,5,4,0
1364803505.3994391,2013-04-01 08:05:05,20130401080505.399439,6,TCP,172.30.1.246,10.0.0.14,6233,80,0,0,0,176,409,454,633,5,4,0
1364803505.36639,2013-04-01 08:05:05,20130401080505.366390,6,TCP,172.10.1.136,10.0.0.7,3314,80,0,0,0,175,408,453,632,5,4,0
1364803505.358686,2013-04-01 08:05:05,20130401080505.358686,6,TCP,172.10.1.186,10.1.0.77,3313,80,0,0,0,176,409,454,633,5,4,0
1364803505.383755,2013-04-01 08:05:05,20130401080505.383755,6,TCP,172.30.2.90,10.1.0.76,8857,80,0,0,0,176,409,454,633,5,4,0
1364803505.3750739,2013-04-01 08:05:05,20130401080505.375074,6,TCP,172.30.2.118,10.0.0.7,8856,80,0,0,0,175,408,453,632,5,4,0
1364803505.3100131,2013-04-01 08:05:05,20130401080505.310013,6,TCP,172.10.1.177,10.0.0.9,3312,80,0,0,0,175,408,453,632,5,4,0
1364803505.2897589,2013-04-01 08:05:05,20130401080505.289759,6,TCP,172.30.2.127,10.0.0.10,8854,80,0,0,0,176,409,454,633,5,4,0
1364803505.293591,2013-04-01 08:05:05,20130401080505.293591,6,TCP,172.10.1.120,10.0.0.13,3311,80,0,0,0,176,409,454,633,5,4,0
1364803505.3054709,2013-04-01 08:05:05,20130401080505.305471,6,TCP,172.30.1.223,10.0.0.10,6230,80,0,0,0,176,409,454,633,5,4,0
1364803505.2143979,2013-04-01 08:05:05,20130401080505.214398,6,TCP,172.10.2.71,10.0.0.8,3648,80,0,0,0,151,408,429,632,5,4,0
1364803505.214808,2013-04-01 08:05:05,20130401080505.214808,6,TCP,172.10.1.142,10.0.0.12,3310,80,0,0,0,176,409,454,633,5,4,0
1364803505.2077489,2013-04-01 08:05:05,20130401080505.207749,6,TCP,172.10.1.129,10.0.0.8,3309,80,0,0,0,175,408,453,632,5,4,0
1364803505.1435521,2013-04-01 08:05:05,20130401080505.143552,6,TCP,172.10.1.197,10.1.0.75,3308,80,0,0,0,176,409,454,633,5,4,0
1364803505.098402,2013-04-01 08:05:05,20130401080505.098402,6,TCP,172.30.1.253,10.0.0.8,6225,80,0,0,0,175,408,453,632,5,4,0
1364803505.0956471,2013-04-01 08:05:05,20130401080505.095647,6,TCP,172.30.2.140,10.0.0.5,8845,80,0,0,0,175,408,453,632,5,4,0
1364803505.09288,2013-04-01 08:05:05,20130401080505.092880,6,TCP,172.30.1.227,10.0.0.6,6224,80,0,0,0,175,408,453,632,5,4,0
1364803505.02405,2013-04-01 08:05:05,20130401080505.024050,6,TCP,172.30.1.218,10.0.0.8,6221,80,0,0,0,175,408,453,632,5,4,0
1364803505.019608,2013-04-01 08:05:05,20130401080505.019608,6,TCP,172.30.1.91,10.0.0.14,9137,80,0,0,0,176,409,454,633,5,4,0
1364803505.0578079,2013-04-01 08:05:05,20130401080505.057808,6,TCP,172.30.1.119,10.0.0.14,9732,80,0,0,0,176,409,454,633,5,4,0
1364803505.002985,2013-04-01 08:05:05,20130401080505.002985,6,TCP,172.30.1.214,10.0.0.14,6220,80,0,0,0,176,409,454,633,5,4,0
1364803505.001888,2013-04-01 08:05:05,20130401080505.001888,6,TCP,172.10.2.85,10.0.0.11,3639,80,0,0,0,152,409,430,633,5,4,0
1364803506.9996891,2013-04-01 08:05:06,20130401080506.999689,6,TCP,172.10.1.150,10.0.0.6,3340,80,0,0,0,175,408,453,632,5,4,0
1364803506.942986,2013-04-01 08:05:06,20130401080506.942986,6,TCP,172.10.2.96,10.0.0.13,3671,80,0,0,0,152,409,430,633,5,4,0
1364803506.9241159,2013-04-01 08:05:06,20130401080506.924116,6,TCP,172.30.1.95,10.0.0.11,9201,80,0,0,0,176,409,454,633,5,4,0
1364803506.9188681,2013-04-01 08:05:06,20130401080506.918868,6,TCP,172.30.1.87,10.0.0.5,9198,80,0,0,0,175,408,453,632,5,4,0
1364803506.9044011,2013-04-01 08:05:06,20130401080506.904401,6,TCP,172.10.1.108,10.0.0.8,3336,80,0,0,0,175,408,453,632,5,4,0
1364803506.878283,2013-04-01 08:05:06,20130401080506.878283,6,TCP,172.10.2.131,10.0.0.5,3670,80,0,0,0,151,408,429,632,5,4,0
1364803506.8137879,2013-04-01 08:05:06,20130401080506.813788,6,TCP,172.30.1.16,10.0.0.12,9192,80,0,0,0,176,409,454,633,5,4,0
1364803506.859261,2013-04-01 08:05:06,20130401080506.859261,6,TCP,172.30.1.141,10.0.0.8,9778,80,0,0,0,175,408,453,632,5,4,0
1364803506.8472681,2013-04-01 08:05:06,20130401080506.847268,6,TCP,172.30.1.187,10.0.0.13,9777,80,0,0,0,176,409,454,633,5,4,0
1364803506.795244,2013-04-01 08:05:06,20130401080506.795244,6,TCP,172.10.2.61,10.0.0.6,3667,80,0,0,0,151,408,429,632,5,4,0
1364803506.774467,2013-04-01 08:05:06,20130401080506.774467,6,TCP,172.10.2.86,10.0.0.14,3666,80,0,0,0,152,409,430,633,5,4,0
1364803506.7652371,2013-04-01 08:05:06,20130401080506.765237,6,TCP,172.10.2.65,10.0.0.14,3665,80,0,0,0,152,409,430,633,5,4,0
1364803506.7932661,2013-04-01 08:05:06,20130401080506.793266,6,TCP,172.30.1.57,10.0.0.5,9188,80,0,0,0,175,408,453,632,5,4,0
1364803506.7251041,2013-04-01 08:05:06,20130401080506.725104,6,TCP,172.30.1.175,10.0.0.11,9769,80,0,0,0,176,409,454,633,5,4,0
1364803506.7247081,2013-04-01 08:05:06,20130401080506.724708,6,TCP,172.30.1.154,10.0.0.6,9768,80,0,0,0,175,408,453,632,5,4,0
1364803506.68624,2013-04-01 08:05:06,20130401080506.686240,6,TCP,172.10.2.59,10.0.0.14,3664,80,0,0,0,152,409,430,633,5,4,0
1364803506.671504,2013-04-01 08:05:06,20130401080506.671504,6,TCP,172.10.1.130,10.0.0.10,3329,80,0,0,0,176,409,454,633,5,4,0
1364803506.6623609,2013-04-01 08:05:06,20130401080506.662361,6,TCP,172.10.1.125,10.0.0.9,3328,80,0,0,0,175,408,453,632,5,4,0
1364803506.7499721,2013-04-01 08:05:06,20130401080506.749972,6,TCP,172.30.1.7,10.0.0.8,9180,80,0,0,0,175,408,453,632,5,4,0
1364803506.6421981,2013-04-01 08:05:06,20130401080506.642198,6,TCP,172.10.2.79,10.0.0.7,3663,80,0,0,0,151,408,429,632,5,4,0
1364803506.602072,2013-04-01 08:05:06,20130401080506.602072,6,TCP,10.247.106.27,172.20.0.4,2654,80,0,0,3,1880,495590,13840,516190,220,380,0
1364803506.628726,2013-04-01 08:05:06,20130401080506.628726,6,TCP,172.30.1.101,10.0.0.9,9761,80,0,0,0,175,408,453,632,5,4,0
1364803506.6269219,2013-04-01 08:05:06,20130401080506.626922,6,TCP,172.30.1.133,10.0.0.11,9759,80,0,0,0,176,409,454,633,5,4,0
1364803506.626575,2013-04-01 08:05:06,20130401080506.626575,6,TCP,172.30.1.125,10.0.0.10,9760,80,0,0,0,176,409,454,633,5,4,0
1364803506.5920849,2013-04-01 08:05:06,20130401080506.592085,6,TCP,172.10.2.74,10.0.0.7,3662,80,0,0,0,151,408,429,632,5,4,0
1364803506.580951,2013-04-01 08:05:06,20130401080506.580951,6,TCP,172.10.2.119,10.0.0.10,3661,80,0,0,0,152,409,430,633,5,4,0
1364803506.5461681,2013-04-01 08:05:06,20130401080506.546168,6,TCP,172.10.2.121,10.0.0.6,3660,80,0,0,0,151,408,429,632,5,4,0
1364803506.5337889,2013-04-01 08:05:06,20130401080506.533789,6,TCP,172.10.2.118,10.0.0.5,3659,80,0,0,0,151,408,429,632,5,4,0
1364803506.5261979,2013-04-01 08:05:06,20130401080506.526198,6,TCP,172.10.1.99,10.1.0.77,5113,80,0,0,0,176,409,454,633,5,4,0
1364803506.518213,2013-04-01 08:05:06,20130401080506.518213,6,TCP,172.10.1.73,10.0.0.9,5112,80,0,0,0,175,408,453,632,5,4,0
1364803506.5152929,2013-04-01 08:05:06,20130401080506.515293,6,TCP,172.10.2.48,10.0.0.9,3658,80,0,0,0,151,408,429,632,5,4,0
1364803506.4899089,2013-04-01 08:05:06,20130401080506.489909,6,TCP,172.10.1.67,10.0.0.13,5111,80,0,0,0,176,409,454,633,5,4,0
1364803506.5102911,2013-04-01 08:05:06,20130401080506.510291,6,TCP,172.30.1.220,10.0.0.5,6264,80,0,0,0,175,408,453,632,5,4,0
1364803506.4328361,2013-04-01 08:05:06,20130401080506.432836,6,TCP,172.30.1.205,10.0.0.7,6263,80,0,0,0,175,408,453,632,5,4,0
1364803506.48961,2013-04-01 08:05:06,20130401080506.489610,6,TCP,172.30.1.108,10.0.0.14,9753,80,0,0,0,176,409,454,633,5,4,0
1364803506.426291,2013-04-01 08:05:06,20130401080506.426291,6,TCP,172.10.1.72,10.1.0.76,5110,80,0,0,0,176,409,454,633,5,4,0
1364803506.3934209,2013-04-01 08:05:06,20130401080506.393421,6,TCP,172.30.1.204,10.0.0.12,6260,80,0,0,0,176,409,454,633,5,4,0
1364803506.375123,2013-04-01 08:05:06,20130401080506.375123,6,TCP,172.10.1.91,10.1.0.75,5109,80,0,0,0,176,409,454,633,5,4,0
1364803506.3342209,2013-04-01 08:05:06,20130401080506.334221,6,TCP,172.10.1.93,10.0.0.11,5108,80,0,0,0,176,409,454,633,5,4,0
1364803506.3183939,2013-04-01 08:05:06,20130401080506.318394,6,TCP,172.30.1.230,10.0.0.12,6257,80,0,0,0,176,409,454,633,5,4,0
1364803506.316797,2013-04-01 08:05:06,20130401080506.316797,6,TCP,172.10.1.54,10.0.0.6,5107,80,0,0,0,175,408,453,632,5,4,0
1364803506.3023641,2013-04-01 08:05:06,20130401080506.302364,6,TCP,172.10.1.49,10.1.0.100,5106,80,0,0,0,177,410,455,634,5,4,0
1364803506.2360899,2013-04-01 08:05:06,20130401080506.236090,6,TCP,172.10.1.57,10.0.0.6,5105,80,0,0,0,175,408,453,632,5,4,0
1364803506.1925659,2013-04-01 08:05:06,20130401080506.192566,6,TCP,172.10.1.47,10.0.0.11,5104,80,0,0,0,176,409,454,633,5,4,0
1364803506.1521871,2013-04-01 08:05:06,20130401080506.152187,6,TCP,172.10.1.68,10.0.0.11,5103,80,0,0,0,176,409,454,633,5,4,0
1364803506.1251791,2013-04-01 08:05:06,20130401080506.125179,6,TCP,172.10.1.42,10.0.0.14,5102,80,0,0,0,176,409,454,633,5,4,0
1364803506.113107,2013-04-01 08:05:06,20130401080506.113107,6,TCP,172.30.1.225,10.0.0.13,6248,80,0,0,0,176,409,454,633,5,4,0
1364803506.071172,2013-04-01 08:05:06,20130401080506.071172,6,TCP,172.10.1.28,10.0.0.13,5101,80,0,0,0,176,409,454,633,5,4,0
1364803506.0258951,2013-04-01 08:05:06,20130401080506.025895,6,TCP,172.10.1.30,10.0.0.12,5099,80,0,0,0,176,409,454,633,5,4,0
1364803506.0868981,2013-04-01 08:05:06,20130401080506.086898,6,TCP,172.30.1.239,10.0.0.10,6246,80,0,0,0,176,409,454,633,5,4,0
1364803506.035254,2013-04-01 08:05:06,20130401080506.035254,6,TCP,172.10.1.37,10.0.0.10,5100,80,0,0,0,176,409,454,633,5,4,0
1364803507.834991,2013-04-01 08:05:07,20130401080507.834991,6,TCP,172.10.1.58,10.1.0.75,5124,80,0,0,0,176,409,454,633,5,4,0
1364803507.77319,2013-04-01 08:05:07,20130401080507.773190,6,TCP,172.10.1.63,10.1.0.75,5123,80,0,0,0,176,409,454,633,5,4,0
1364803507.712676,2013-04-01 08:05:07,20130401080507.712676,6,TCP,172.10.1.48,10.0.0.11,5122,80,0,0,0,176,409,454,633,5,4,0
1364803507.6729431,2013-04-01 08:05:07,20130401080507.672943,6,TCP,172.10.1.7,10.0.0.9,5121,80,0,0,0,175,408,453,632,5,4,0
1364803507.6177101,2013-04-01 08:05:07,20130401080507.617710,6,TCP,172.10.1.17,10.1.0.100,5120,80,0,0,0,177,410,455,634,5,4,0
1364803507.5822871,2013-04-01 08:05:07,20130401080507.582287,6,TCP,10.13.77.49,172.30.0.4,2661,80,0,0,0,193,6130,579,6516,7,7,0
1364803507.6071069,2013-04-01 08:05:07,20130401080507.607107,6,TCP,172.30.2.55,10.0.0.13,8917,80,0,0,0,176,409,454,633,5,4,0
1364803507.55217,2013-04-01 08:05:07,20130401080507.552170,6,TCP,10.78.90.9,172.30.0.4,2658,80,0,0,0,177,4480,509,4812,6,6,0
1364803507.5625391,2013-04-01 08:05:07,20130401080507.562539,6,TCP,172.10.1.55,10.0.0.6,5119,80,0,0,0,175,408,453,632,5,4,0
1364803507.5177569,2013-04-01 08:05:07,20130401080507.517757,6,TCP,172.10.1.201,10.1.0.77,4831,80,0,0,0,176,409,454,633,5,4,0
1364803507.519171,2013-04-01 08:05:07,20130401080507.519171,6,TCP,172.10.1.4,10.0.0.14,5118,80,0,0,0,176,409,454,633,5,4,0
1364803507.4887071,2013-04-01 08:05:07,20130401080507.488707,6,TCP,172.10.1.214,10.0.0.7,4830,80,0,0,0,175,408,453,632,5,4,0
1364803507.5140131,2013-04-01 08:05:07,20130401080507.514013,6,TCP,172.10.1.89,10.0.0.12,5117,80,0,0,0,176,409,454,633,5,4,0
1364803507.4951019,2013-04-01 08:05:07,20130401080507.495102,6,TCP,172.30.2.69,10.0.0.5,8909,80,0,0,0,175,408,453,632,5,4,0
1364803507.465723,2013-04-01 08:05:07,20130401080507.465723,6,TCP,172.10.1.83,10.0.0.5,5116,80,0,0,0,175,408,453,632,5,4,0
1364803507.4207749,2013-04-01 08:05:07,20130401080507.420775,6,TCP,172.10.1.80,10.1.0.76,5115,80,0,0,0,176,409,454,633,5,4,0
1364803507.4342511,2013-04-01 08:05:07,20130401080507.434251,6,TCP,172.10.1.227,10.0.0.10,4820,80,0,0,0,176,409,454,633,5,4,0
1364803507.421629,2013-04-01 08:05:07,20130401080507.421629,6,TCP,172.10.1.224,10.0.0.11,4819,80,0,0,0,176,409,454,633,5,4,0
1364803507.4233749,2013-04-01 08:05:07,20130401080507.423375,6,TCP,172.10.1.228,10.0.0.12,4818,80,0,0,0,176,409,454,633,5,4,0
1364803507.4003561,2013-04-01 08:05:07,20130401080507.400356,6,TCP,172.10.1.128,10.0.0.11,3355,80,0,0,0,176,409,454,633,5,4,0
1364803507.3824539,2013-04-01 08:05:07,20130401080507.382454,6,TCP,172.10.1.66,10.0.0.9,5114,80,0,0,0,175,408,453,632,5,4,0
1364803507.3272409,2013-04-01 08:05:07,20130401080507.327241,6,TCP,172.10.2.138,10.0.0.12,3691,80,0,0,0,152,409,430,633,5,4,0
1364803507.331881,2013-04-01 08:05:07,20130401080507.331881,6,TCP,172.30.2.93,10.0.0.8,8896,80,0,0,0,175,408,453,632,5,4,0
1364803507.3306329,2013-04-01 08:05:07,20130401080507.330633,6,TCP,172.30.2.123,10.0.0.8,8894,80,0,0,0,175,408,453,632,5,4,0
1364803507.2996769,2013-04-01 08:05:07,20130401080507.299677,6,TCP,172.30.1.228,10.0.0.5,6279,80,0,0,0,175,408,453,632,5,4,0
1364803507.295136,2013-04-01 08:05:07,20130401080507.295136,6,TCP,172.30.1.35,10.0.0.7,9234,80,0,0,0,175,408,453,632,5,4,0
1364803507.2266819,2013-04-01 08:05:07,20130401080507.226682,6,TCP,172.30.2.67,10.0.0.9,8892,80,0,0,0,175,408,453,632,5,4,0
1364803507.2856009,2013-04-01 08:05:07,20130401080507.285601,6,TCP,172.30.1.37,10.0.0.9,9232,80,0,0,0,175,408,453,632,5,4,0
1364803507.284852,2013-04-01 08:05:07,20130401080507.284852,6,TCP,172.30.1.4,10.0.0.13,9231,80,0,0,0,176,409,454,633,5,4,0
1364803507.2833581,2013-04-01 08:05:07,20130401080507.283358,6,TCP,172.30.1.14,10.0.0.8,9228,80,0,0,0,175,408,453,632,5,4,0
1364803507.1952369,2013-04-01 08:05:07,20130401080507.195237,6,TCP,172.30.2.77,10.0.0.10,8889,80,0,0,0,176,409,454,633,5,4,0
1364803507.127023,2013-04-01 08:05:07,20130401080507.127023,6,TCP,172.30.2.87,10.0.0.7,8887,80,0,0,0,175,408,453,632,5,4,0
1364803507.1792099,2013-04-01 08:05:07,20130401080507.179210,6,TCP,172.30.1.208,10.0.0.9,6276,80,0,0,0,175,408,453,632,5,4,0
1364803507.131366,2013-04-01 08:05:07,20130401080507.131366,6,TCP,172.10.2.88,10.0.0.7,3682,80,0,0,0,151,408,429,632,5,4,0
1364803507.106457,2013-04-01 08:05:07,20130401080507.106457,6,TCP,172.10.1.208,10.0.0.11,4802,80,0,0,0,176,409,454,633,5,4,0
1364803507.1439929,2013-04-01 08:05:07,20130401080507.143993,6,TCP,172.30.1.66,10.0.0.14,9218,80,0,0,0,176,409,454,633,5,4,0
1364803507.140918,2013-04-01 08:05:07,20130401080507.140918,6,TCP,172.30.1.10,10.0.0.9,9217,80,0,0,0,175,408,453,632,5,4,0
1364803507.1382091,2013-04-01 08:05:07,20130401080507.138209,6,TCP,172.30.1.88,10.0.0.11,9214,80,0,0,0,176,409,454,633,5,4,0
1364803507.1601689,2013-04-01 08:05:07,20130401080507.160169,6,TCP,172.30.1.251,10.0.0.5,6275,80,0,0,0,175,408,453,632,5,4,0
1364803507.0704169,2013-04-01 08:05:07,20130401080507.070417,6,TCP,172.30.2.134,10.0.0.7,8882,80,0,0,0,175,408,453,632,5,4,0
1364803507.0804341,2013-04-01 08:05:07,20130401080507.080434,6,TCP,172.10.1.176,10.0.0.9,3342,80,0,0,0,175,408,453,632,5,4,0
1364803507.1409111,2013-04-01 08:05:07,20130401080507.140911,6,TCP,172.30.1.210,10.0.0.11,6274,80,0,0,0,176,409,454,633,5,4,0
1364803507.032387,2013-04-01 08:05:07,20130401080507.032387,6,TCP,172.30.2.141,10.0.0.11,8879,80,0,0,0,176,409,454,633,5,4,0
1364803507.0604849,2013-04-01 08:05:07,20130401080507.060485,6,TCP,172.10.1.145,10.0.0.13,3341,80,0,0,0,176,409,454,633,5,4,0
1364803507.0152731,2013-04-01 08:05:07,20130401080507.015273,6,TCP,172.30.1.144,10.0.0.8,9790,80,0,0,0,175,408,453,632,5,4,0
1364803507.002382,2013-04-01 08:05:07,20130401080507.002382,6,TCP,172.30.2.100,10.0.0.6,8876,80,0,0,0,175,408,453,632,5,4,0
1364803507.002378,2013-04-01 08:05:07,20130401080507.002378,6,TCP,172.30.1.150,10.0.0.14,9789,80,0,0,0,176,409,454,633,5,4,0
1364803508.9341249,2013-04-01 08:05:08,20130401080508.934125,6,TCP,172.30.1.111,10.0.0.13,9797,80,0,0,1,176,409,454,633,5,4,0
1364803508.9659719,2013-04-01 08:05:08,20130401080508.965972,6,TCP,172.10.1.43,10.1.0.100,5127,80,0,0,0,177,410,455,634,5,4,0
1364803508.9621241,2013-04-01 08:05:08,20130401080508.962124,6,TCP,172.10.1.39,10.0.0.14,5126,80,0,0,0,176,409,454,633,5,4,0
1364803508.9523971,2013-04-01 08:05:08,20130401080508.952397,6,TCP,172.10.1.148,10.0.0.5,3387,80,0,0,0,175,408,453,632,5,4,0
1364803508.91272,2013-04-01 08:05:08,20130401080508.912720,6,TCP,172.10.1.20,10.1.0.100,5125,80,0,0,0,177,410,455,634,5,4,0
1364803508.872741,2013-04-01 08:05:08,20130401080508.872741,6,TCP,172.10.2.101,10.0.0.14,3741,80,0,0,0,152,409,430,633,5,4,0
1364803508.830761,2013-04-01 08:05:08,20130401080508.830761,6,TCP,172.10.2.60,10.0.0.9,3738,80,0,0,0,151,408,429,632,5,4,0
1364803508.7752941,2013-04-01 08:05:08,20130401080508.775294,6,TCP,172.10.2.111,10.0.0.12,3737,80,0,0,0,152,409,430,633,5,4,0
